          (   4,    1) (   4,    4) (   4,    4) (   4,    3) (   4,    5) (   4,    3) (   4,    3) (   4,    4) (   4,    3) (   4,    4)
          (   4,    2) (   4,    3) (   4,    4) (   4,    1) (   4,    2) (   4,    7) (   4,    2) (   4,    2) (   4,    5) (   4,    4)
          (   4,    4) (   4,    5) (   4,    3) (   4,    3) (   4,    5) (   4,    3) (   4,    5) (   4,    4) (   4,    4) (   4,    6)
          (   4,    4) (   4,    0) (   4,    5) (   4,    4) (   4,    6) (   4,    5) (   4,    4) (   4,    5) (   4,    7) (   4,    3)
          (   4,    4) (   4,    2) (   4,    6) (   4,    1) (   4,    3) (   4,    4) (   4,    5) (   4,    4) (   4,    7) (   4,    5)
          (   4,    2) (   4,    4) (   4,    4) (   4,    5) (   4,    4) (   4,    5) (   4,    2) (   4,    4) (   4,    4) (   4,    3)
          (   4,    5) (   4,    4) (   4,    3) (   4,    6) (   4,    4) (   4,    6) (   4,    5) (   4,    1) (   4,    2) (   4,    6)
          (   4,    6) (   4,    5) (   4,    4) (   4,    4) (   4,    3) (   4,    5) (   4,    5) (   4,    5) (   4,    6) (   4,    5)
          (   4,    3) (   4,    3) (   4,    5) (   4,    4) (   4,    5) (   4,    5) (   4,    2) (   4,    4) (   4,    2) (   4,    5)
          (   4,    6) (   4,    4) (   4,    3) (   4,    6) (   4,    3) (   4,    3) (   4,    2) (   4,    6) (   4,    2) (   4,    4)
          (   4,    4) (   4,    5) (   4,    4) (   4,    5) (   4,    2) (   4,    6) (   4,    5) (   4,    4) (   4,    2) (   4,    5)
          (   4,    2) (   4,    3) (   4,    2) (   4,    2) (   4,    3) (   4,    4) (   4,    3) (   4,    5) (   4,    4) (   4,    1)
          (   4,    4) (   4,    3) (   4,    4) (   4,    6) (   4,    4) (   4,    4) (   4,    4) (   4,    7) (   4,    5) (   4,    2)
          (   4,    2) (   4,    4) (   4,    2) (   4,    6) (   4,    3) (   4,    2) (   4,    5) (   4,    2) (   4,    4) (   4,    4)
          (   4,    4) (   4,    4) (   4,    2) (   4,    4) (   4,    5) (   4,    5) (   4,    2) (   4,    4) (   4,    4) (   4,    2)
          (   4,    3) (   4,    5) (   4,    5) (   4,    4) (   4,    5) (   4,    5) (   4,    4) (   4,    5) (   4,    3) (   4,    3)
          (   4,    6) (   4,    5) (   4,    2) (   4,    5) (   4,    3) (   4,    3) (   4,    6) (   4,    4) (   4,    5) (   4,    4)
         
node   3 sent_total   2694  recv_total   2625

node   4  (   1,    0) (   0,    0) (   1,    1) (   1,    0) (   1,    0) (   4,    3) (   4,    2) (   4,    3) (   4,    4) (   4,    2)
          (   4,    4) (   4,    2) (   4,    5) (   4,    6) (   4,    3) (   4,    4) (   4,    5) (   4,    5) (   4,    6) (   4,    4)
          (   4,    5) (   4,    5) (   4,    7) (   4,    5) (   4,    3) (   4,    5) (   4,    6) (   4,    5) (   4,    3) (   4,    2)
          (   4,    2) (   4,    2) (   4,    7) (   4,    5) (   4,    5) (   4,    3) (   4,    3) (   4,    2) (   4,    4) (   4,    7)
          (   4,    3) (   4,    4) (   4,    3) (   4,    5) (   4,    4) (   4,    4) (   4,    3) (   4,    2) (   4,    6) (   4,    4)
          (   4,    3) (   3,    4) (   3,    3) (   4,    5) (   2,    1) (   4,    4) (   3,    4) (   4,    1) (   4,    1) (   3,    3)
          (   4,    4) (   4,    3) (   4,    3) (   3,    5) (   1,    4) (   3,    7) (   4,    5) (   3,    6) (   2,    5) (   4,    5)
          (   4,    5) (   4,    5) (   4,    2) (   3,    5) (   4,    4) (   3,    6) (   4,    2) (   4,    3) (   3,    3) (   4,    6)
          (   4,    3) (   4,    4) (   3,    2) (   4,    5) (   3,    3) (   4,    3) (   4,    3) (   3,    4) (   2,    4) (   3,    5)
          (   4,    4) (   3,    4) (   4,    4) (   4,    2) (   4,    5) (   4,    3) (   4,    4) (   4,    2) (   3,    6) (   4,    1)
          (   3,    5) (   4,    1) (   4,    5) (   4,    1) (   3,    3) (   4,    1) (   4,    2) (   4,    3) (   4,    0) (   2,    3)
          (   4,    2) (   3,    1) (   4,    1) (   3,    3) (   4,    3) (   3,    2) (   3,    5) (   4,    1) (   3,    5) (   3,    3)
          (   3,    1) (   4,    3) (   4,    3) (   4,    6) (   4,    3) (   4,    5) (   4,    6) (   3,    4) (   4,    2) (   3,    6)
          (   4,    2) (   2,    2) (   4,    6) (   2,    3) (   3,    2) (   4,    4) (   4,    3) (   3,    3) (   4,    2) (   4,    6)
          (   2,    7) (   4,    1) (   4,    6) (   3,    3) (   3,    4) (   3,    4) (   4,    4) (   4,    3) (   4,    6) (   4,    4)
          (   4,    2) (   3,    4) (   4,    1) (   4,    3) (   4,    4) (   3,    6) (   4,    2) (   4,    4) (   4,    2) (   4,    4)
          (   3,    1) (   4,    4) (   4,    4) (   4,    2) (   3,    4) (   4,    3) (   4,    6) (   4,    3) (   4,    3) (   4,    1)
          (   4,    4) (   4,    4) (   4,    5) (   4,    3) (   4,    2) (   3,    3) (   3,    5) (   3,    1) (   4,    6) (   4,    4)
          (   2,    6) (   4,    4) (   4,    3) (   4,    4) (   4,    5) (   4,    1) (   4,    3) (   4,    3) (   4,    5) (   3,    4)
          (   2,    2) (   4,    3) (   4,    2) (   3,    4) (   4,    1) (   3,    1) (   4,    5) (   4,    2) (   4,    3) (   3,    2)
          (   3,    5) (   4,    4) (   4,    4) (   3,    3) (   3,    5) (   4,    5) (   4,    2) (   4,    4) (   4,    5) (   4,    3)
          (   4,    4) (   4,    4) (   4,    3) (   4,    2) (   4,    4) (   4,    3) (   4,    3) (   3,    5) (   4,    1) (   4,    2)
          (   4,    3) (   4,    4) (   4,    2) (   4,    3) (   4,    5) (   4,    3) (   3,    5) (   3,    3) (   3,    5) (   4,    2)
          (   4,    4) (   4,    3) (   3,    7) (   4,    5) (   2,    5) (   4,    3) (   4,    2) (   4,    6) (   4,    2) (   3,    5)
          (   3,    5) (   4,    7) (   3,    3) (   4,    3) (   4,    3) (   4,    4) (   4,    4) (   4,    4) (   4,    3) (   4,    3)
          (   3,    5) (   4,    3) (   4,    4) (   4,    4) (   4,    2) (   4,    3) (   4,    4) (   4,    3) (   4,    4) (   4,    3)
          (   4,    5) (   4,    7) (   4,    4) (   3,    6) (   4,    1) (   4,    4) (   4,    4) (   4,    3) (   3,    4) (   4,    3)
          (   4,    1) (   4,    3) (   3,    4) (   4,    4) (   4,    5) (   3,    3) (   4,    4) (   4,    4) (   4,    5) (   4,    5)
          (   4,    3) (   4,    3) (   3,    2) (   3,    2) (   3,    5) (   4,    5) (   4,    4) (   4,    3) (   4,    4) (   4,    5)
          (   4,    5) (   4,    4) (   3,    7) (   4,    4) (   4,    4) (   4,    2) (   4,    3) (   4,    4) (   3,    3) (   4,    3)
          (   4,    3) (   4,    5) (   4,    4) (   4,    3) (   4,    4) (   4,    7) (   4,    6) (   4,    4) (   4,    7) (   4,    4)
          (   4,    3) (   4,    3) (   4,    2) (   4,    4) (   4,    4) (   4,    4) (   4,    3) (   4,    5) (   4,    2) (   4,    4)
          (   4,    4) (   4,    5) (   4,    4) (   4,    3) (   4,    5) (   4,    3) (   4,    5) (   4,    4) (   4,    2) (   4,    5)
          (   4,    4) (   4,    5) (   4,    3) (   4,    7) (   4,    3) (   4,    4) (   4,    3) (   4,    3) (   4,    3) (   4,    3)
          (   4,    5) (   4,    4) (   4,    4) (   4,    7) (   4,    2) (   4,    2) (   4,    6) (   4,    4) (   4,    4) (   4,    3)
          (   4,    4) (   4,    4) (   4,    3) (   4,    5) (   4,    3) (   4,    2) (   4,    5) (   4,    3) (   4,    4) (   4,    4)
          (   4,    6) (   4,    4) (   4,    5) (   4,    3) (   4,    7) (   4,    3) (   4,    7) (   4,    4) (   4,    5) (   4,    3)
          (   4,    3) (   4,    2) (   4,    3) (   4,    4) (   4,    2) (   4,    7) (   4,    3) (   4,    2) (   4,    2) (   4,    2)
          (   4,    4) (   4,    4) (   4,    5) (   4,    7) (   4,    5) (   4,    3) (   4,    3) (   4,    5) (   4,    3) (   4,    6)
          (   4,    3) (   4,    2) (   4,    3) (   4,    5) (   4,    5) (   4,    2) (   4,    4) (   4,    4) (   4,    2) (   4,    5)
          (   4,    6) (   4,    3) (   4,    3) (   4,    2) (   4,    5) (   4,    4) (   4,    3) (   4,    6) (   4,    3) (   4,    5)
          (   4,    4) (   4,    5) (   4,    3) (   4,    6) (   4,    5) (   4,    3) (   4,    3) (   4,    2) (   4,    6) (   4,    4)
          (   4,    3) (   4,    3) (   4,    2) (   4,    6) (   4,    2) (   4,    2) (   4,    3) (   4,    3) (   4,    2) (   4,    4)
          (   4,    5) (   4,    3) (   4,    5) (   4,    4) (   4,    2) (   4,    5) (   4,    6) (   4,    5) (   4,    5) (   4,    4)
          (   4,    2) (   4,    3) (   4,    3) (   4,    4) (   4,    4) (   4,    5) (   4,    4) (   4,    3) (   4,    4) (   4,    5)
          (   4,    7) (   4,    5) (   4,    4) (   4,    2) (   4,    1) (   4,    7) (   4,    5) (   4,    5) (   4,    6) (   4,    3)
          (   4,    3) (   4,    5) (   4,    6) (   4,    5) (   4,    3) (   4,    6) (   4,    2) (   4,    6) (   4,    2) (   4,    4)
          (   4,    4) (   4,    4) (   4,    6) (   4,    3) (   4,    3) (   4,    6) (   4,    5) (   4,    7) (   4,    4) (   4,    5)
          (   4,    2) (   4,    3) (   4,    2) (   4,    3) (   4,    2) (   4,    5) (   4,    4) (   4,    4) (   4,    4) (   4,    3)
          (   4,    4) (   4,    3) (   4,    4) (   4,    4) (   4,    4) (   4,    2) (   4,    3) (   4,    5) (   4,    4) (   4,    4)
          (   4,    4) (   4,    3) (   4,    6) (   4,    2) (   4,    4) (   4,    3) (   4,    3) (   4,    4) (   4,    7) (   4,    3)
          (   4,    3) (   4,    5) (   4,    4) (   4,    6) (   4,    3) (   4,    2) (   4,    6) (   4,    3) (   4,    5) (   4,    4)
          (   4,    4) (   4,    5) (   4,    6) (   4,    2) (   4,    5) (   4,    2) (   4,    3) (   4,    4) (   4,    5) (   4,    3)
          (   4,    4) (   4,    3) (   4,    5) (   4,    4) (   4,    2) (   4,    5) (   4,    3) (   4,    0) (   4,    3) (   4,    4)
          (   4,    6) (   4,    3) (   4,    5) (   4,    3) (   4,    2) (   4,    2) (   4,    6) (   4,    7) (   4,    5) (   4,    2)
          (   4,    2) (   4,    4) (   4,    3) (   4,    5) (   4,    4) (   4,    2) (   4,    3) (   4,    3) (   4,    5) (   4,    5)
          (   4,    3) (   4,    4) (   4,    4) (   4,    5) (   4,    4) (   4,    6) (   4,    2) (   4,    4) (   4,    2) (   4,    5)
          (   4,    2) (   4,    4) (   4,    3) (   4,    4) (   4,    7) (   4,    4) (   4,    3) (   4,    5) (   4,    6) (   4,    5)
          (   4,    5) (   4,    5) (   4,    4) (   4,    5) (   4,    3) (   4,    3) (   4,    4) (   4,    3) (   4,    3) (   4,    2)
          (   4,    5) (   4,    2) (   4,    2) (   4,    7) (   4,    3) (   4,    3) (   4,    4) (   4,    4) (   4,    6) (   4,    4)
          (   4,    3) (   4,    5) (   4,    5) (   4,    3) (   4,    4) (   4,    3) (   4,    3) (   4,    3) (   4,    5) (   4,    3)
          (   4,    7) (   4,    4) (   4,    2) (   4,    4) (   4,    4) (   4,    3) (   4,    3) (   4,    3) (   4,    4) (   4,    3)
          (   4,    3) (   4,    5) (   4,    5) (   4,    3) (   4,    3) (   4,    2) (   4,    2) (   4,    1) (   4,    3) (   4,    2)
          (   4,    4) (   4,    3) (   4,    5) (   4,    2) (   4,    3) (   4,    5) (   4,    5) (   4,    3) (   4,    2) (   4,    4)
          (   4,    5) (   4,    2) (   4,    4) (   4,    4) (   4,    4) (   4,    4) (   4,    3) (   4,    5) (   4,    7) (   4,    5)
          (   4,    6) (   4,    5) (   4,    0) (   4,    2) (   4,    1) (   4,    2) (   4,    6) (   4,    3) (   4,    4) (   4,    4)
          (   4,    5) (   4,    1) (   4,    3) (   4,    4) (   4,    4) (   4,    5) (   4,    4) (   4,    4) (   4,    2) (   4,    3)
          (   4,    3) (   4,    0) (   4,    2) (   4,    5) (   4,    4) (   4,    2) (   4,    2) (   4,    4) (   4,    5) (   4,    5)
          (   4,    4) (   4,    5) (   4,    4) (   4,    5) (   4,    3) (   4,    6) (   4,    4) (   4,    4) (   4,    5) (   4,    5)
          (   4,    3) (   4,    3) (   4,    3) (   4,    7) (   4,    2) (   4,    5) (   4,    4) (   4,    7) (   4,    4) (   4,    5)
         
node   4 sent_total   2697  recv_total   2621

node   5  (   0,    0) (   1,    0) (   0,    0) (   2,    1) (   3,    2) (   4,    4) (   4,    4) (   4,    1) (   4,    3) (   4,    3)
          (   4,    4) (   4,    1) (   4,    5) (   4,    2) (   4,    5) (   4,    3) (   4,    5) (   4,    5) (   4,    4) (   4,    4)
          (   4,    3) (   4,    1) (   4,    1) (   4,    1) (   4,    4) (   4,    5) (   4,    3) (   4,    1) (   4,    6) (   4,    5)
          (   4,    5) (   4,    3) (   4,    5) (   4,    3) (   4,    4) (   4,    4) (   4,    4) (   4,    5) (   4,    3) (   4,    3)
          (   4,    4) (   4,    6) (   4,    5) (   4,    3) (   4,    4) (   4,    1) (   4,    7) (   4,    4) (   4,    2) (   4,    4)
          (   4,    4) (   3,    5) (   4,    3) (   3,    3) (   4,    5) (   3,    4) (   3,    4) (   3,    3) (   4,    3) (   3,    3)
          (   4,    3) (   3,    3) (   3,    5) (   4,    1) (   4,    1) (   4,    5) (   4,    6) (   3,    3) (   4,    2) (   4,    0)
          (   3,    5) (   2,    1) (   2,    4) (   4,    1) (   4,    4) (   4,    5) (   4,    2) (   3,    4) (   4,    3) (   4,    1)
          (   4,    1) (   3,    3) (   4,    5) (   3,    5) (   4,    2) (   4,    4) (   4,    6) (   3,    4) (   3,    5) (   4,    5)
          (   3,    3) (   4,    8) (   4,    3) (   4,    3) (   4,    3) (   4,    4) (   2,    4) (   4,    4) (   3,    6) (   4,    4)
          (   3,    4) (   3,    5) (   3,    4) (   4,    4) (   3,    2) (   4,    4) (   3,    6) (   4,    1) (   4,    5) (   4,    4)
          (   4,    1) (   3,    4) (   4,    5) (   3,    2) (   4,    1) (   3,    6) (   4,    3) (   4,    5) (   3,    1) (   3,    2)
          (   3,    3) (   4,    4) (   3,    3) (   4,    5) (   4,    1) (   4,    1) (   3,    4) (   4,    3) (   3,    3) (   4,    5)
          (   4,    1) (   4,    2) (   4,    4) (   4,    3) (   4,    2) (   3,    3) (   4,    3) (   4,    5) (   4,    6) (   4,    4)
          (   4,    4) (   4,    2) (   4,    5) (   3,    4) (   4,    5) (   4,    4) (   4,    2) (   3,    6) (   4,    4) (   4,    3)
          (   3,    5) (   4,    1) (   3,    5) (   4,    5) (   4,    5) (   3,    2) (   2,    4) (   4,    1) (   3,    4) (   4,    3)
          (   3,    3) (   3,    2) (   4,    4) (   4,    2) (   4,    3) (   4,    5) (   4,    4) (   4,    2) (   4,    3) (   3,    3)
          (   3,    4) (   4,    3) (   3,    6) (   4,    3) (   3,    4) (   4,    6) (   4,    1) (   3,    3) (   3,    3) (   4,    5)
          (   3,    2) (   4,    3) (   3,    3) (   4,    6) (   4,    3) (   4,    4) (   4,    2) (   4,    4) (   4,    5) (   3,    1)
          (   4,    3) (   4,    4) (   4,    4) (   4,    1) (   4,    6) (   4,    7) (   3,    2) (   4,    6) (   4,    4) (   3,    1)
          (   4,    6) (   4,    3) (   4,    3) (   3,    4) (   3,    4) (   4,    6) (   3,    3) (   3,    5) (   3,    2) (   4,    5)
          (   4,    2) (   3,    5) (   4,    3) (   4,    4) (   4,    3) (   3,    3) (   3,    0) (   4,    1) (   3,    5) (   4,    4)
          (   4,    6) (   4,    3) (   3,    3) (   4,    2) (   3,    5) (   3,    4) (   4,    4) (   4,    4) (   3,    5) (   3,    4)
          (   3,    4) (   4,    4) (   4,    4) (   3,    4) (   3,    5) (   2,    2) (   3,    2) (   3,    5) (   4,    2) (   3,    3)
          (   3,    4) (   4,    3) (   4,    3) (   4,    5) (   4,    5) (   3,    3) (   3,    3) (   3,    1) (   4,    3) (   4,    2)
          (   4,    4) (   3,    4) (   4,    4) (   4,    5) (   2,    5) (   4,    6) (   4,    3) (   4,    1) (   3,    4) (   4,    3)
          (   4,    3) (   4,    3) (   4,    3) (   4,    2) (   3,    6) (   4,    1) (   4,    4) (   3,    3) (   4,    4) (   4,    5)
          (   4,    4) (   4,    4) (   4,    6) (   3,    6) (   4,    4) (   4,    4) (   4,    5) (   4,    4) (   4,    2) (   4,    6)
          (   3,    2) (   4,    3) (   4,    2) (   4,    6) (   4,    4) (   4,    4) (   4,    2) (   3,    3) (   3,    3) (   4,    5)
          (   3,    3) (   4,    3) (   4,    1) (   4,    6) (   3,    3) (   3,    4) (   2,    3) (   4,    5) (   4,    4) (   3,    3)
          (   4,    5) (   4,    2) (   4,    5) (   4,    4) (   4,    5) (   4,    5) (   4,    2) (   4,    2) (   4,    3) (   4,    4)
          (   4,    2) (   4,    2) (   4,    2) (   4,    4) (   4,    3) (   4,    3) (   4,    7) (   4,    3) (   4,    6) (   4,    4)
          (   4,    1) (   4,    6) (   4,    4) (   4,    4) (   4,    2) (   4,    2) (   4,    2) (   4,    4) (   4,    6) (   4,    6)
          (   4,    3) (   4,    4) (   4,    3) (   4,    4) (   4,    4) (   4,    5) (   4,    5) (   4,    5) (   4,    5) (   4,    5)
          (   4,    4) (   4,    4) (   4,    4) (   4,    5) (   4,    5) (   4,    2) (   4,    4) (   4,    6) (   4,    4) (   4,    7)
          (   4,    4) (   4,    3) (   4,    4) (   4,    3) (   4,    6) (   4,    6) (   4,    4) (   4,    3) (   4,    7) (   4,    5)
          (   4,    3) (   4,    3) (   4,    5) (   4,    3) (   4,    1) (   4,    3) (   4,    3) (   4,    5) (   4,    1) (   4,    4)
          (   4,    4) (   4,    3) (   4,    5) (   4,    6) (   4,    4) (   4,    5) (   4,    3) (   4,    4) (   4,    5) (   4,    4)
          (   4,    4) (   4,    5) (   4,    3) (   4,    3) (   4,    4) (   4,    4) (   4,    6) (   4,    3) (   4,    3) (   4,    3)
          (   4,    3) (   4,    4) (   4,    3) (   4,    4) (   4,    4) (   4,    4) (   4,    3) (   4,    5) (   4,    3) (   4,    4)
          (   4,    4) (   4,    4) (   4,    4) (   4,    2) (   4,    4) (   4,    2) (   4,    2) (   4,    5) (   4,    8) (   4,    5)
          (   4,    6) (   4,    3) (   4,    6) (   4,    5) (   4,    4) (   4,    7) (   4,    4) (   4,    4) (   4,    5) (   4,    4)
          (   4,    4) (   4,    2) (   4,    6) (   4,    4) (   4,    5) (   4,    4) (   4,    4) (   4,    4) (   4,    3) (   4,    2)
          (   4,    4) (   4,    4) (   4,    2) (   4,    4) (   4,    4) (   4,    4) (   4,    4) (   4,    2) (   4,    5) (   4,    3)
          (   4,    2) (   4,    5) (   4,    4) (   4,    2) (   4,    4) (   4,    6) (   4,    4) (   4,    6) (   4,    4) (   4,    3)
          (   4,    5) (   4,    6) (   4,    3) (   4,    5) (   4,    5) (   4,    4) (   4,    6) (   4,    4) (   4,    4) (   4,    5)
          (   4,    3) (   4,    4) (   4,    4) (   4,    5) (   4,    2) (   4,    4) (   4,    6) (   4,    3) (   4,    5) (   4,    5)
          (   4,    3) (   4,    6) (   4,    1) (   4,    6) (   4,    5) (   4,    5) (   4,    3) (   4,    4) (   4,    7) (   4,    3)
          (   4,    4) (   4,    5) (   4,    4) (   4,    3) (   4,    4) (   4,    3) (   4,    4) (   4,    4) (   4,    5) (   4,    4)
          (   4,    4) (   4,    5) (   4,    5) (   4,    5) (   4,    6) (   4,    6) (   4,    4) (   4,    4) (   4,    5) (   4,    6)
          (   4,    7) (   4,    4) (   4,    4) (   4,    6) (   4,    3) (   4,    2) (   4,    4) (   4,    3) (   4,    4) (   4,    5)
          (   4,    5) (   4,    4) (   4,    5) (   4,    2) (   4,    3) (   4,    3) (   4,    5) (   4,    4) (   4,    5) (   4,    2)
          (   4,    4) (   4,    4) (   4,    2) (   4,    5) (   4,    2) (   4,    5) (   4,    5) (   4,    5) (   4,    5) (   4,    3)
          (   4,    6) (   4,    3) (   4,    5) (   4,    5) (   4,    2) (   4,    5) (   4,    5) (   4,    7) (   4,    5) (   4,    4)
          (   4,    3) (   4,    4) (   4,    3) (   4,    4) (   4,    4) (   4,    5) (   4,    3) (   4,    2) (   4,    1) (   4,    5)
          (   4,    6) (   4,    6) (   4,    4) (   4,    0) (   4,    5) (   4,    6) (   4,    3) (   4,    2) (   4,    7) (   4,    3)
          (   4,    3) (   4,    4) (   4,    3) (   4,    4) (   4,    3) (   4,    3) (   4,    5) (   4,    6) (   4,    4) (   4,    5)
          (   4,    4) (   4,    6) (   4,    5) (   4,    3) (   4,    2) (   4,    3) (   4,    2) (   4,    2) (   4,    4) (   4,    1)
          (   4,    5) (   4,    3) (   4,    5) (   4,    6) (   4,    4) (   4,    5) (   4,    7) (   4,    4) (   4,    5) (   4,    3)
          (   4,    4) (   4,    6) (   4,    6) (   4,    3) (   4,    3) (   4,    6) (   4,    5) (   4,    6) (   4,    3) (   4,    5)
          (   4,    4) (   4,    3) (   4,    4) (   4,    4) (   4,    4) (   4,    4) (   4,    2) (   4,    5) (   4,    2) (   4,    4)
          (   4,    2) (   4,    5) (   4,    2) (   4,    2) (   4,    2) (   4,    5) (   4,    4) (   4,    2) (   4,    6) (   4,    3)
          (   4,    4) (   4,    6) (   4,    7) (   4,    4) (   4,    3) (   4,    4) (   4,    4) (   4,    5) (   4,    4) (   4,    5)
          (   4,    1) (   4,    6) (   4,    5) (   4,    3) (   4,    3) (   4,    3) (   4,    3) (   4,    5) (   4,    5) (   4,    4)
          (   4,    6) (   4,    5) (   4,    4) (   4,    5) (   4,    2) (   4,    3) (   4,    4) (   4,    4) (   4,    4) (   4,    3)
          (   4,    3) (   4,    5) (   4,    5) (   4,    3) (   4,    2) (   4,    5) (   4,    2) (   4,    3) (   4,    4) (   4,    3)
          (   4,    4) (   4,    7) (   4,    5) (   4,    5) (   4,    4) (   4,    4) (   4,    7) (   4,    3) (   4,    7) (   4,    4)
          (   4,    2) (   4,    4) (   4,    3) (   4,    5) (   4,    7) (   4,    5) (   4,    6) (   4,    3) (   4,    3) (   4,    3)
          (   4,    4) (   4,    4) (   4,    2) (   4,    3) (   4,    4) (   4,    2) (   4,    4) (   4,    3) (   4,    3) (   4,    4)
          (   4,    6) (   4,    1) (   4,    7) (   4,    5) (   4,    4) (   4,    2) (   4,    4) (   4,    3) (   4,    6) (   4,    3)
         
node   5 sent_total   2685  recv_total   2673

node   6  (   0,    0) (   1,    0) (   0,    0) (   2,    1) (   3,    2) (   3,    1) (   4,    5) (   4,    3) (   4,    3) (   4,    5)
          (   4,    5) (   4,    5) (   4,    3) (   4,    7) (   4,    5) (   4,    4) (   4,    4) (   4,    3) (   4,    8) (   4,    6)
          (   4,    4) (   4,    4) (   4,    4) (   4,    6) (   4,    4) (   4,    4) (   4,    5) (   4,    4) (   4,    3) (   4,    6)
          (   4,    2) (   4,    6) (   4,    2) (   4,    1) (   4,    6) (   4,    6) (   4,    7) (   4,    6) (   4,    0) (   4,    0)
          (   4,    3) (   4,    4) (   4,    5) (   4,    4) (   4,    5) (   4,    6) (   4,    1) (   4,    3) (   4,    3) (   4,    4)
          (   4,    4) (   4,    5) (   4,    4) (   4,    1) (   3,    6) (   4,    3) (   3,    5) (   4,    3) (   4,    4) (   3,    4)
          (   4,    6) (   3,    4) (   4,    4) (   4,    1) (   4,    3) (   3,    6) (   3,    5) (   4,    4) (   3,    5) (   4,    1)
          (   4,    5) (   4,    3) (   4,    4) (   3,    5) (   3,    1) (   3,    3) (   4,    4) (   4,    4) (   3,    3) (   2,    4)
          (   3,    2) (   2,    3) (   4,    6) (   4,    2) (   4,    4) (   4,    2) (   3,    6) (   3,    4) (   3,    2) (   4,    4)
          (   4,    7) (   4,    3) (   4,    3) (   4,    3) (   3,    2) (   3,    3) (   4,    2) (   4,    2) (   4,    3) (   3,    6)
          (   3,    3) (   4,    2) (   4,    0) (   3,    3) (   4,    3) (   4,    2) (   4,    3) (   3,    4) (   4,    4) (   3,    5)
          (   3,    6) (   3,    2) (   4,    0) (   4,    4) (   4,    3) (   4,    4) (   4,    5) (   4,    1) (   3,    2) (   4,    5)
          (   4,    5) (   4,    3) (   4,    3) (   4,    2) (   3,    6) (   4,    2) (   4,    3) (   4,    3) (   4,    4) (   4,    2)
          (   4,    2) (   4,    4) (   4,    2) (   4,    3) (   4,    3) (   3,    2) (   4,    6) (   3,    3) (   4,    4) (   2,    4)
          (   3,    1) (   2,    6) (   3,    4) (   4,    4) (   4,    4) (   2,    3) (   4,    3) (   3,    5) (   3,    5) (   3,    4)
          (   3,    3) (   4,    4) (   4,    6) (   4,    4) (   4,    3) (   4,    3) (   4,    3) (   4,    4) (   4,    4) (   4,    4)
          (   4,    2) (   4,    4) (   4,    6) (   4,    5) (   3,    2) (   4,    3) (   4,    4) (   4,    4) (   4,    5) (   4,    4)
          (   3,    1) (   4,    3) (   4,    2) (   3,    4) (   3,    6) (   4,    3) (   4,    5) (   2,    4) (   4,    5) (   4,    2)
          (   4,    3) (   4,    3) (   4,    5) (   4,    3) (   4,    2) (   3,    3) (   4,    3) (   3,    2) (   3,    1) (   3,    3)
          (   4,    4) (   2,    5) (   3,    2) (   2,    3) (   4,    2) (   4,    4) (   4,    5) (   4,    4) (   4,    2) (   4,    4)
          (   4,    3) (   4,    3) (   4,    4) (   3,    5) (   4,    5) (   3,    5) (   3,    5) (   4,    3) (   1,    4) (   4,    4)
          (   4,    6) (   4,    3) (   4,    2) (   4,    4) (   3,    3) (   4,    1) (   4,    5) (   4,    4) (   3,    4) (   4,    6)
          (   4,    3) (   2,    3) (   3,    5) (   4,    3) (   3,    4) (   3,    5) (   4,    1) (   4,    3) (   3,    4) (   3,    3)
          (   4,    2) (   4,    3) (   4,    5) (   3,    3) (   4,    3) (   3,    3) (   4,    3) (   4,    3) (   4,    4) (   4,    5)
          (   4,    5) (   3,    4) (   4,    2) (   3,    6) (   4,    3) (   4,    3) (   4,    5) (   4,    7) (   4,    3) (   3,    6)
          (   4,    5) (   4,    5) (   4,    4) (   4,    1) (   4,    6) (   4,    4) (   4,    5) (   4,    2) (   3,    3) (   4,    4)
          (   4,    3) (   4,    2) (   4,    2) (   3,    4) (   3,    4) (   4,    4) (   3,    4) (   2,    4) (   4,    2) (   4,    4)
          (   4,    2) (   3,    4) (   2,    5) (   4,    5) (   4,    3) (   4,    6) (   3,    1) (   4,    6) (   3,    4) (   4,    4)
          (   4,    1) (   2,    4) (   4,    3) (   3,    4) (   4,    3) (   4,    2) (   3,    3) (   4,    4) (   3,    2) (   4,    4)
          (   1,    2) (   4,    4) (   4,    2) (   4,    3) (   4,    3) (   3,    4) (   4,    3) (   4,    3) (   4,    5) (   3,    4)
          (   2,    4) (   4,    2) (   4,    5) (   4,    8) (   4,    4) (   4,    4) (   4,    3) (   4,    2) (   4,    3) (   4,    5)
          (   4,    3) (   4,    6) (   4,    5) (   4,    5) (   4,    4) (   4,    6) (   4,    3) (   4,    3) (   4,    6) (   4,    2)
          (   4,    5) (   4,    1) (   4,    3) (   4,    5) (   4,    5) (   4,    4) (   4,    2) (   4,    5) (   4,    5) (   4,    2)
          (   4,    5) (   4,    7) (   4,    5) (   4,    5) (   4,    3) (   4,    6) (   4,    6) (   4,    3) (   4,    6) (   4,    5)
          (   4,    4) (   4,    5) (   4,    3) (   4,    5) (   4,    4) (   4,    5) (   4,    5) (   4,    1) (   4,    2) (   4,    2)
          (   4,    4) (   4,    2) (   4,    7) (   4,    3) (   4,    2) (   4,    4) (   4,    3) (   4,    5) (   4,    2) (   4,    5)
